A\A\B421.wav,家庭军队,家庭军队。
A\C\H50.wav,写一句完整的有意义的句子句子必须有主语有动词写什么都可以但必须有意义完整有主语有动词,嗯，谢举万丈地又一地橘子，桔子必须要注意由动词写什么都可以，但是必须有瘾，一般正由猪有动词。
A\B\G167.wav,好这个见过没有没见过,在。
A\B\L141.wav,六四三九好,六十3九。
A\A\A110.wav,海洋生物鲨鱼植物植物葡萄,红心柚情。
A\B\D28.wav,一百减减七啊应该有九十九十三,姐姐。
A\A\C276.wav,那是水果老是又想起了嗯想起了哈,嗯，那是睡过了噻，又想起了伤心了哈。
A\A\A639.wav,还有家具家具锯子,我么？
A\B\B39.wav,你刚才嘞儿有没得具体说的那个部位痛啊晚上睡觉有没得这种感觉哪儿痛啊,你那个有没感到痛？哪个部位痛啊？晚上睡觉有没有感觉？
A\A\A048.wav,在我提示之下你把他记到起哈并且我说的时候你把他指出来哈,这个70之下就把他记倒起哈，并且我我说的时候你把它指出来哈。
A\C\C650.wav,还有椅子呃,这椅子痛。
A\B\H32.wav,现在我说一句话哈你来重复听清楚哈我只说一遍,现在我说一句话哈，你来重复，听清楚哈，我只说一遍。
A\A\Q407.wav,那都有哦他那些是要你做不得你啷个,那都有他要去吃的塞，你就没得，你啷个。
A\B\S321.wav,卫生出现过好像嗯好,人生一下。
A\C\D1.wav,今年的年份,你在哪里？今年的年份。
A\A\E001.wav,阿姨你好然后我们今天做测试大概需要两个小时左右,今天做成时大概需要两个小时左右。
A\C\D371.wav,好请你闭上你的眼睛嗯请举起你左手,好，请闭上你的眼睛，请举起你的左手。
A\C\B135.wav,这是小朋友玩的什么玩具我说不出来了,这是小朋友玩的什么玩具？我说不出来了。
A\B\E352.wav,特别易怒哈就是每天都会,只是每天都会。
A\B\B149.wav,好那你来回忆一下刚刚做了哪些词语,好，那你再回忆下刚刚做完那些吃鱼。
A\B\S172.wav,嗯家庭还有什么还有什么,嗯，家庭没有什么，还有什么？
A\C\C848.wav,就要走个七八回我才熟悉得到,嗯，脚或者要走更。
A\A\Q134.wav,最后这张吗嗯第五张他说他看过的,最最后那张吗？嗯，那是第56章。
A\A\B280.wav,问你多高一米三一米七七二,你有多高？
A\A\E360.wav,要先数字后汉字哈阿姨,不。
A\B\R94.wav,信息我就先不登了因为我觉得可能她完成不了啊先把基础信息记一下,先不等了，因为我觉得看到他翻身不掉，要打几个星期挤一下。
A\C\F612.wav,好结束了医生好的,啊，结束了一声。
A\B\F79.wav,那我们现在来回忆一下我们刚刚记得那些词当中你能过想起哪些词你就给我说哪些词刚刚我们记得那四个屏幕每个屏幕有四个词,那我们现在来，我们现在回忆一下刚刚我们去的那几个词当中爱哈，你能够想起那一次，你就给我说那些字，刚刚我们去的那4个苹果买个苹果4个。
A\B\Y164.wav,嗯好现在开始连啊婆婆也是要把他连起来嗦,嗯。
A\B\Y14.wav,喊我啊嗯二十十九这样倒数,
A\B\B346.wav,好婆婆接下来我给你看一个看一个表一个表,等下我给你看看一个，看一个表。
A\C\C521.wav,七九二三四九六八,79234968。
A\A\C081.wav,欸好现在我们来一起来读嘛边读边记哈开始读嘛,嗯，好，现在我们一起来读嘛，边读边记哈，开始读嘛。
A\C\F35.wav,那你你现在在的这个地方在几楼,嗯，那你现在在这个地方失去了。
A\A\C319.wav,汽车的一个部分是方向盘装液体的东西上一遍你没记到的叫水罐,汽车的那个部分是方向盘，装液体的东西上面都没记到的胶水管。
A\B\A211.wav,这个有没有读过气泡没读过样好,这个要做不？
A\A\C602.wav,好的那我们再来一遍好不好,好的。
A\A\A111.wav,不是嘞是水果植物哦哦植物三个字的嘛我记得是,哦。
A\B\D178.wav,这个呢婆婆你觉得它长得像棚花棚还是垃圾桶就那种棚架还是垃圾桶,几个男，你觉得他长得像喷花喷还是垃圾桶，还是垃圾桶？
A\C\C400.wav,然后还要做撒子你想哈让你还让你做撒子,说啥子？
A\B\E208.wav,胳膊再提示一下那我们待会再来,搞不？再提示一下。
A\A\D545.wav,没得他没得这些习惯得,嗯，没得她那些没得那些习惯的。
A\A\Q021.wav,好手放下去爷爷现在你在举个手随便你想举哪个手举哪个手,我屋，嗯。
A\B\B162.wav,有一个是种海洋生物,有一个是种海洋生物。
A\C\C507.wav,你照到起勒种方法你照到起我读一串数字你跟到我念出来比如说我念一二三你斗跟到我念一二三懂了撒,123123。
A\A\E271.wav,容器有没印象,弄起，实在没影响。
A\A\A841.wav,看东西哩望远镜测量哩直尺,黄龙溪。
A\A\Q280.wav,那是一种乐器认不到,月骑，认不到。
A\C\G230.wav,画个钟表我画一个啊嗯你自己在纸上画我自己画一个出来画一个表盘然后在上面把时间标出来表盘表盘我啷个,发个空的啊。
A\B\G352.wav,就大部分都要十一点多点多然后他才睡但是有几次他十点多就睡了他半夜都要起床,脚打部分都要11:00多，然后他在睡都是又去吃，他4:00多就睡了，都要起床。
A\B\Y32.wav,额婆婆我现在要给您出示一些单词然后您尽量记住,
A\C\C114.wav,之后再用双手把这张纸对折对折完之后放到你的大腿上等一哈等一哈给她扯一张纸,再用双手啷子对子，对。
A\C\B126.wav,军队好的好婆婆现在记得哪些词呀海洋军队,军队，好的，那我现在去找那些吃呀，海洋。
A\B\B557.wav,你先把前九个画下来只画前九个数字,那你先把前9个画练习下嘛。
A\A\E493.wav,记不住了,你们。
A\C\H426.wav,嗯没让她做可能洗碗嘛我认为她可能洗不干净嗯拨打电话呢,没有，我到了。
A\A\B662.wav,是后面我没有给你看屏幕的就是我单纯的念你跟着我读一遍的那些词,是，后面我没有给你看屏幕哒，就是我单纯的年龄跟着我读一遍那些字。
A\B\R235.wav,那她现在呃婆婆现在食欲怎么样嘛食欲还可以啊现在回来你一直都一直好,老唐，现在婆婆现在食欲怎么样嘛？语音说话。
A\A\A578.wav,狗狗锤子锤子椅子椅子,滚子5。
A\A\Q830.wav,念过哩念过哩,是的。
A\C\B154.wav,说不来哈说不来这个名字,说不出来一下，说不出来那个名字了。
A\A\Q859.wav,嘞是花园里面的哈他是棚架还是垃圾桶还是网,那是花园里面的哈，她是彭家还是垃圾桶还是王？
A\B\C3.wav,二十五结束的啥子安有一页是有很多数字然后在二十五上面写了两个字结束,25结束的啥子？嗯，有叶氏义，反正有很多树子，然后在25上面写了两个字结束。
A\C\C759.wav,那是个句子嗯勒个呢,哦，那是个句子，这个。
A\C\C136.wav,呀那撒子字唉我认不到囱烟囱,啥子洋葱？
A\A\D693.wav,天天都像楞个哦斗是这两个月这一个月多就变成天天就像楞个原来就是一个星期最多一回吧,
A\A\Q209.wav,有没得抑郁那种嘛抑郁一个人伤心流泪啊嘞些,有没得抑郁啥子嘛？你还有没那种一约就一个人伤心流泪那种。
A\A\Q359.wav,那你平时你能不能做饭让自己做一顿饭菜行不行,你能不能做做饭？让你自己做一桌饭菜行不行？
A\B\E288.wav,你有没有觉得自己的记忆力比以前差啊就是差些了撒,你有没有觉得自己的记忆力比以前差呀？
A\C\D273.wav,工具有些工具记得到不工具有些哪些工具我又忘记了家具呢家具,工具这些工具直到不工具有哪些工具，我有个玩具，家具啊，家具。
A\A\Q586.wav,勇气勇气容器,气，勇气。
A\C\D169.wav,好了好了行了你叫什么名字也,好好好行了哈，你叫啥子名字呀？
A\B\B50.wav,然后你体重安体重现在就只有七十九斤嘛,然后你听得懂啊，只有79斤。
A\A\A566.wav,眼睛眼睛马马马,嗯，妈，嗯，妈。
A\A\C610.wav,刀子刀子钟钟,刀子，老子中东。
A\C\C493.wav,看完了吗你看完了就刚刚哩方法再画一遍嘛,看完了吗？
A\C\C788.wav,那时候我们很少看到那个东西那是个钢琴哟,哦，那是，那是个。
A\B\Y108.wav,画了就是我画不圆就是了没关系啊然后这个,
A\B\B53.wav,啊不今天的年月日就今天年月日你说一下嘛先今天是四月三十号嘛,老婆爱今年的年月日，今天年月日，你说一下嘛，姐，今天是4月30号，对。
A\A\C483.wav,然后要把信封也封好然后你要告诉我贴邮票的位置在哪,然后要把青枫叶封好，然后最后另还要告诉我贴邮票的我的，我一直在那。
A\A\Q746.wav,然后吃药自己他平时在吃药没有哎,然后吃药，自己开瓶时间吃药没有啊？
A\A\B346.wav,四十四只石狮子,死14只石狮子。
A\B\R198.wav,同样长度咱换一串哈嗯四一七九六八四一三九七八六没事儿好,同样长度暂缓一串儿哈，嗯，死17脚38644139786嘎。
A\B\B229.wav,哦嘞个是哨子哨子对的对的,哦，那种臊子臊子。
A\A\C434.wav,二它学名叫什么食指,儿感学名叫什么，儿子？
A\C\E74.wav,望远镜儿好现在最后一组哈把那些读一下,望远镜儿，读一下。
A\A\A041.wav,好非常好嘞写一句话哈你写嘛拿到笔,
A\A\E565.wav,过去都过去了还忧啥愁哟,哎呀，过去都过去了，还有啥臭？
A\B\A376.wav,那她会不会不加思考的冲动行事就比如做事情不考虑后果然后或者是跟别人自来熟说一些不合时宜的话这些这方面没有,不过就是，嗯，不加思考的冲动现实，就不要总是先不考虑好过，然后或者是跟别人子来说说一些很不合适的话这些。
A\C\C452.wav,这个看过哩下一个这个没有这个,这个看过的，这个没有这个。
A\B\L255.wav,它是一个三脚架还是机械手臂还是画架,他是一个三脚架还是机械手臂还是画架？
A\A\A374.wav,是否经常觉得厌倦厌倦倒是没觉得厌倦,护肤。
A\B\B508.wav,就按照刚才我教的数字汉字数字汉字这么交叉起连的方法,就按照刚才我教的就是数字，汉字，数字汉字那个交叉起电的方法。
A\B\R41.wav,她只是不能准确地表达应该记忆上还是有,开开自己不能正确的表达，应该是脊上应该是还是要。
A\A\A385.wav,你觉得现在活起安逸不现在活起好哎幸福哎,
A\C\G210.wav,她前她只画得三个边她第四个边就画不来了好的这个号最后一个,季卡。
A\C\D444.wav,搞不懂啊嗯下面我们那个寄的那个,找不到啦，嗯，下面，嗯，我们那个系的那个。
A\B\G24.wav,呃现在是几号,嗯，现在是记号。
A\B\E241.wav,这个算盘,吃饭。
A\B\B564.wav,做完了好的,做完了不？好的。
A\B\R171.wav,她也不知道呃我看看我挑几个她大概能知道那这个应该知道吧,他也不知道。
A\A\E310.wav,乞丐没有乞丐有,改。
A\C\C760.wav,嗯这个呀这是一个扫帚,这个句子，嗯。
A\C\C585.wav,不是你内个是连内个是已经连了撒嗯但是你看嘛但是你内个是上字看到没得内个哇内个一,不是你那个，是那个是已经练了噻，你看嘛，那个。
A\C\H257.wav,硬核没有前额好像有嗯对的有这个呢,进货没有天恶，好像哟，嗯，对。
A\A\E545.wav,我觉得好像这个我的问题对我自己好像我自己不明显没什么感觉是对他们有感觉,我觉得好像这个恶的问题，我感觉是对他们有感觉。
A\A\D201.wav,海洋麦子家庭,太阳，麦子，家庭。
A\B\G154.wav,阿姨你现在要假装寄一封信给你自己然后你要你要在信封上写好地址,阿姨你现在假装要几封信给你，然后你要办那个鸟子。
A\A\B679.wav,斧子斧子都听过了钟,父子不值得，听过了，中。
A\A\E095.wav,嗯阿姨您是没有用手在记哈没有用笔在记,嗯哎，硬是没有用手在机，他们用笔在记。
A\B\H120.wav,是葡萄哈葡萄运动器材是啥子,吃葡萄哈，运动器材是啥子？
A\A\Q810.wav,耳朵听过哩,耳朵的。
A\B\R243.wav,然后穿衣服自己穿梳理呀什么打扮呐梳个头啊什么的也可以哈,要穿衣服自己穿，舒力娅什么大半拉，洗个头发什么的也可以哈。
A\A\B312.wav,七楼现在现在是一楼,铁牛。
A\C\C41.wav,传加厚衣子出去就是有点怕冷就是你晚上有没有勒种感觉唉就是晚上睡觉有没得勒种感觉唉怕冷,
A\C\A283.wav,我这边分数统计完了后我会第一时间发给这个宇阳教授内边然后到时候,过几天分数统计完了又好，会比有时间发给我，袁姐说那边好多时候。
A\B\G228.wav,好阿姨你现在记得哪些词呀刀自行车嗯锤子嗯剪刀嗯耳朵嗯,阿姨，你现在写了那些字的啊，自行车见到。
A\A\A767.wav,海洋生物鲨鱼固定东西的回形针,芙蓉幸运。
A\A\E045.wav,没画好可以重新画划掉哈阿姨划掉重新画这边上不对了,嗯，没换号可以重新画画掉了，这个。
A\B\S607.wav,然后你觉得叔叔现在跟以前比他的一些性格呀有没有觉得和往常反差很大或者说没什么变化没有,然后嗯，觉得叔叔现在跟1000比他。
A\B\A292.wav,这个是什么呀这个是电梯好的,这是什么呀？
A\C\C1.wav,也就是说你们的睡眠是处于一种比较好的状态好勒,你觉得睡眠是属于一种比较好的状态。
A\C\A188.wav,画错了画错了哈没事然后再下一张这个简单一些应该这个这个画到这里,发错了哈。
A\B\C180.wav,那你有莫得觉得那种心情还是比较沉重郁闷的那种情况有莫得有,那你有没得那种就是是不是经常都有那种感觉到心情还是比较沉重郁闷，这种情况有没得有？
A\A\A323.wav,确实嘞点了,
A\C\D510.wav,你想一哈你记得到哪些啊记得到哪些吗自行车飞机,那你想一下知道哪些呀？自行车，飞机。
A\B\S399.wav,然后叔叔这次我们提高一点难度哈,然后叔叔这次我们提高一点难度哈。
A\C\C166.wav,装液体哩装液体我懂不起哦有一个是种卫生间哩用品,吃的用品。
A\B\R231.wav,噢那这种的嗯该嗯不算很严重哈应该是轻度嗯对然后你们觉得也没有什么可苦恼的是吧觉得还好也没有影响你们的正常生活嗯没影响,哦，那几种的话，嗯，应该嗯不算很严重哈，应该是清楚，没有什么觉得还好。
A\B\D61.wav,婆婆您知道他是什么吗就是不晓得是啥子哦我嘞个,不过你知道它是什么吗？
A\C\H260.wav,马读过吗马马没读过狗读过吗狗不晓得,妈多妈吗？过渡过吗？
